annualGrammy,awardFor,awardType,category,name
38,Debussy: La Mer,Work,Best Orchestral Performance,Pierre Boulez
38,Berlioz: Les Troyens,Individual,Best Opera Recording,Berlioz: Les Troyens
38,Brahms: Ein Deutsches Requiem,Individual,Best Choral Performance,Brahms: Ein Deutsches Requiem
38,"The American Album - Works Of Bernstein, Barber, Foss",Individual,Best Instrumental Soloist(s) Performance (With Orchestra),"The American Album - Works Of Bernstein, Barber, Foss"
38,Schubert: Piano Sonatas (B Flat Major And A Major),Individual,Best Instrumental Soloist Performance (Without Orchestra),Schubert: Piano Sonatas (B Flat Major And A Major)
38,Brahms/Beethoven/Mozart: Clarinet Trios,Work,Best Chamber Music Performance,Yo-Yo Ma
38,The Echoing Air - The Music Of Henry Purcell,Individual,Best Classical Vocal Performance,The Echoing Air - The Music Of Henry Purcell
38,Messiaen: Concert A Quatre,Individual,Best Classical Contemporary Composition,Messiaen: Concert A Quatre
38,Scream,Work,"Best Music Video, Short Form",Michael Jackson
38,Secret World Live,Individual,"Best Music Video, Long Form",Secret World Live
39,Change The World,Work,Record Of The Year,Eric Clapton
39,Falling Into You,Individual,Album Of The Year,Falling Into You
39,Change The World,Individual,Song Of The Year,Change The World
39,LeAnn Rimes,Individual,Best New Artist,LeAnn Rimes
39,Un-Break My Heart,Individual,Best Female Pop Vocal Performance,Un-Break My Heart
39,Change The World,Work,Best Male Pop Vocal Performance,Eric Clapton
39,Free As A Bird,Work,Best Pop Performance By A Duo Or Group With Vocal,The Beatles
39,When I Fall In Love,Individual,Best Pop Collaboration With Vocals,When I Fall In Love
39,The Sinister Minister,Work,Best Pop Instrumental Performance,Béla Fleck
39,Falling Into You,Individual,Best Pop Album,Falling Into You
39,Here's To The Ladies,Work,Best Traditional Pop Vocal Performance,Tony Bennett
39,If It Makes You Happy,Individual,Best Female Rock Vocal Performance,If It Makes You Happy
39,Where It's At,Individual,Best Male Rock Vocal Performance,Where It's At
39,So Much To Say,Individual,Best Rock Performance By A Duo Or Group With Vocal,So Much To Say
39,Bullet With Butterfly Wings,Individual,Best Hard Rock Performance,Bullet With Butterfly Wings
39,Tire Me,Individual,Best Metal Performance,Tire Me
39,SRV Shuffle,Work,Best Rock Instrumental Performance,Eric Clapton
39,Give Me One Reason,Individual,Best Rock Song,Give Me One Reason
39,Sheryl Crow,Individual,Best Rock Album,Sheryl Crow
39,Odelay,Individual,Best Alternative Music Performance,Odelay
39,You're Makin' Me High,Individual,Best Female R&B Vocal Performance,You're Makin' Me High
39,Your Secret Love,Individual,Best Male R&B Vocal Performance,Your Secret Love
39,Killing Me Softly With His Song,Individual,Best R&B Performance By A Duo Or Group With Vocal,Killing Me Softly With His Song
39,Exhale (Shoop Shoop),Work,Best Rhythm & Blues Song,Babyface
39,Words,Individual,Best R&B Album,Words
39,Hey Lover,Work,Best Rap Solo Performance,LL Cool J
39,Tha Crossroads,Individual,Best Rap Performance By A Duo Or Group,Tha Crossroads
39,The Score,Individual,Best Rap Album,The Score
39,Blue,Individual,Best Female Country Vocal Performance,Blue
39,Worlds Apart,Work,Best Male Country Vocal Performance,Vince Gill
39,My Maria,Individual,Best Country Vocal Performance By A Duo Or Group,My Maria
39,High Lonesome Sound,Work,Best Country Collaboration With Vocals,Vince Gill
39,Jam Man,Individual,Best Country Instrumental Performance,Jam Man
39,Blue,Individual,Best Country Song,Blue
39,The Road To Ensenada,Individual,Best Country Album,The Road To Ensenada
39,True Life Blues - The Songs Of Bill Monroe,Individual,Best Bluegrass Album,True Life Blues - The Songs Of Bill Monroe
39,The Memory Of Trees,Individual,Best New Age Album,The Memory Of Trees
39,High Life,Individual,Best Contemporary Jazz Performance,High Life
39,New Moon Daughter,Individual,Best Jazz Vocal Performance,New Moon Daughter
39,Cabin Fever,Individual,Best Jazz Instrumental Solo,Cabin Fever
39,Tales From The Hudson,Individual,"Best Jazz Instrumental Performance, Individual Or Group",Tales From The Hudson
39,Live At Manchester Craftsmen's Guild,Individual,Best Large Jazz Ensemble Performance,Live At Manchester Craftsmen's Guild
39,Portraits Of Cuba,Individual,Best Latin Jazz Performance,Portraits Of Cuba
39,Jesus Freak,Individual,Best Rock Gospel Album,Jesus Freak
39,Tribute - The Songs Of Andrae Crouch,Individual,Best Pop/Contemporary Gospel Album,Tribute - The Songs Of Andrae Crouch
39,I Love To Tell The Story - 25 Timeless Hymns,Individual,"Best Southern Gospel, Country Gospel Or Bluegrass Gospel Album",I Love To Tell The Story - 25 Timeless Hymns
39,Face To Face,Individual,Best Traditional Soul Gospel Album,Face To Face
39,Whatcha Lookin' 4,Work,Best Contemporary Soul Gospel Album,Kirk Franklin
39,Just A Word,Work,Best Gospel Album By A Choir Or Chorus,Shirley Caesar
39,Enrique Iglesias,Individual,Best Latin Pop Performance,Enrique Iglesias
39,La Rosa De Los Vientos,Individual,Best Tropical Latin Performance,La Rosa De Los Vientos
39,Un Millon De Rosas,Individual,Best Mexican-American/Tejano Music Performance,Un Millon De Rosas
39,Deep In The Blues,Individual,Best Traditional Blues Album,Deep In The Blues
39,Just Like You,Individual,Best Contemporary Blues Album,Just Like You
39,Pete,Individual,Best Traditional Folk Album,Pete
39,The Ghost Of Tom Joad,Work,Best Contemporary Folk Album,Bruce Springsteen
39,Hall Of Fame - A Tribute To Bob Marley's 50th Anniversary,Individual,Best Reggae Album,Hall Of Fame - A Tribute To Bob Marley's 50th Anniversary
39,Santiago,Individual,Best World Music Album,Santiago
39,Polka! All Night Long,Work,Best Polka Album,Jimmy Sturr
39,Dedicated To The One I Love,Individual,Best Musical Album For Children,Dedicated To The One I Love
39,Stellaluna,Individual,Best Spoken Word Album For Children,Stellaluna
39,It Takes A Village,Individual,Best Spoken Word Or Non-Musical Album,It Takes A Village
39,Rush Limbaugh Is A Big Fat Idiot,Individual,Best Spoken Comedy Album,Rush Limbaugh Is A Big Fat Idiot
39,Riverdance,Individual,Best Musical Show Album,Riverdance
39,Manhattan (Island Of Lights And Love),Work,Best Instrumental Composition,Herbie Hancock
39,Independence Day,Individual,Best Instrumental Composition Written For A Motion Picture Or For Television,Independence Day
39,Because You Loved Me (Theme From Up Close & Personal),Individual,Best Song Written Specifically For A Motion Picture Or For Television,Because You Loved Me (Theme From Up Close & Personal)
39,An American Symphony (Mr. Holland's Opus),Individual,Best Instrumental Arrangement,An American Symphony (Mr. Holland's Opus)
39,When I Fall In Love,Individual,Best Instrumental Arrangement With Accompanying Vocal(s),When I Fall In Love
39,Ultra-Lounge (Leopard Skin Sampler),Individual,Best Recording Package,Ultra-Lounge (Leopard Skin Sampler)
39,The Complete Columbia Studio Recordings,Individual,Best Recording Package - Boxed,The Complete Columbia Studio Recordings
39,The Complete Columbia Studio Recordings,Individual,Best Album Notes,The Complete Columbia Studio Recordings
39,The Complete Columbia Studio Recordings,Individual,Best Historical Album,The Complete Columbia Studio Recordings
39,Q's Jook Joint,Individual,Best Engineered Album - Non-Classical,Q's Jook Joint
39,Babyface,Work,Producer Of The Year,Babyface
39,Copland: Dance Symphony; Short Symphony; Organ Symphony,Individual,Best Classical Engineered Recording,Copland: Dance Symphony; Short Symphony; Organ Symphony
39,Joanna Nickrenz,Individual,Classical Producer Of The Year,Joanna Nickrenz
39,Corigliano: Of Rage And Remembrance,Individual,Best Classical Album,Corigliano: Of Rage And Remembrance
39,Prokofiev: Romeo And Juliet (Scenes From The Ballet),Individual,Best Orchestral Performance,Prokofiev: Romeo And Juliet (Scenes From The Ballet)
39,Britten: Peter Grimes,Individual,Best Opera Recording,Britten: Peter Grimes
39,Walton: Belshazzar's Feast,Individual,Best Choral Performance,Walton: Belshazzar's Feast
39,Bartók: The Three Piano Concertos,Individual,Best Instrumental Soloist(s) Performance (With Orchestra),Bartók: The Three Piano Concertos
39,"The Romantic Master - Works Of Saint-Saens, Handel",Individual,Best Instrumental Soloist Performance (Without Orchestra),"The Romantic Master - Works Of Saint-Saens, Handel"
39,Corigliano: String Quartet,Individual,Best Chamber Music Performance,Corigliano: String Quartet
39,Boulez: ...Explosante-Fixe...,Work,Best Small Ensemble Performance (With Or Without Conductor),Pierre Boulez
39,"Opera Arias - Works Of Mozart, Wagner, Borodin",Individual,Best Classical Vocal Performance,"Opera Arias - Works Of Mozart, Wagner, Borodin"
39,Corigliano: String Quartet,Individual,Best Classical Contemporary Composition,Corigliano: String Quartet
39,Free As A Bird,Work,"Best Music Video, Short Form",The Beatles
39,The Beatles Anthology,Work,"Best Music Video, Long Form",The Beatles
40,Sunny Came Home,Individual,Record Of The Year,Sunny Came Home
40,Time Out Of Mind,Work,Album Of The Year,Bob Dylan
40,Sunny Came Home,Individual,Song Of The Year,Sunny Came Home
40,Paula Cole,Individual,Best New Artist,Paula Cole
40,Building A Mystery,Individual,Best Female Pop Vocal Performance,Building A Mystery
40,Candle In The Wind 1997,Work,Best Male Pop Vocal Performance,Elton John
40,Virtual Insanity,Individual,Best Pop Performance By A Duo Or Group With Vocal,Virtual Insanity
40,Don't Look Back,Individual,Best Pop Collaboration With Vocals,Don't Look Back
40,Last Dance,Individual,Best Pop Instrumental Performance,Last Dance
40,Carry On,Individual,Best Dance Recording,Carry On
40,Hourglass,Work,Best Pop Album,James Taylor
40,Tony Bennett On Holiday,Work,Best Traditional Pop Vocal Performance,Tony Bennett
40,Criminal,Individual,Best Female Rock Vocal Performance,Criminal
40,Cold Irons Bound,Work,Best Male Rock Vocal Performance,Bob Dylan
40,One Headlight,Individual,Best Rock Performance By A Duo Or Group With Vocal,One Headlight
40,The End Is The Beginning Is The End,Individual,Best Hard Rock Performance,The End Is The Beginning Is The End
40,Aenema,Individual,Best Metal Performance,Aenema
40,Block Rockin' Beats,Individual,Best Rock Instrumental Performance,Block Rockin' Beats
40,One Headlight,Individual,Best Rock Song,One Headlight
40,Blue Moon Swamp,Individual,Best Rock Album,Blue Moon Swamp
40,Ok Computer,Work,Best Alternative Music Performance,Radiohead
40,On & On,Individual,Best Female R&B Vocal Performance,On & On
40,I Believe I Can Fly,Individual,Best Male R&B Vocal Performance,I Believe I Can Fly
40,No Diggity,Individual,Best R&B Performance By A Duo Or Group With Vocal,No Diggity
40,I Believe I Can Fly,Individual,Best Rhythm & Blues Song,I Believe I Can Fly
40,Baduizm,Individual,Best R&B Album,Baduizm
40,Men In Black,Individual,Best Rap Solo Performance,Men In Black
40,I'll Be Missing You,Individual,Best Rap Performance By A Duo Or Group,I'll Be Missing You
40,No Way Out,Individual,Best Rap Album,No Way Out
40,How Do I Live,Individual,Best Female Country Vocal Performance,How Do I Live
40,Pretty Little Adriana,Work,Best Male Country Vocal Performance,Vince Gill
40,Looking In The Eyes Of Love,Work,Best Country Performance By A Duo Or Group With Vocal,Alison Krauss
40,In Another's Eyes,Individual,Best Country Collaboration With Vocals,In Another's Eyes
40,Little Liza Jane,Work,Best Country Instrumental Performance,Alison Krauss
40,Butterfly Kisses,Individual,Best Country Song,Butterfly Kisses
40,Unchained,Individual,Best Country Album,Unchained
40,So Long So Wrong,Work,Best Bluegrass Album,Alison Krauss
40,Oracle,Individual,Best New Age Album,Oracle
40,Into The Sun,Individual,Best Contemporary Jazz Performance,Into The Sun
40,Dear Ella,Individual,Best Jazz Vocal Performance,Dear Ella
40,Stardust,Individual,Best Jazz Instrumental Solo,Stardust
40,Beyond The Missouri Sky,Work,"Best Jazz Instrumental Performance, Individual Or Group",Pat Metheny
40,Joe Henderson Big Band,Individual,Best Large Jazz Ensemble Performance,Joe Henderson Big Band
40,Habana,Individual,Best Latin Jazz Performance,Habana
40,Welcome To The Freak Show - dc Talk Live In Concert,Individual,Best Rock Gospel Album,Welcome To The Freak Show - dc Talk Live In Concert
40,Much Afraid,Individual,Best Pop/Contemporary Gospel Album,Much Afraid
40,Amazing Grace 2 - A Country Salute To Gospel,Individual,"Best Southern, Country Or Bluegrass Gospel Album",Amazing Grace 2 - A Country Salute To Gospel
40,I Couldn't Hear Nobody Pray,Individual,Best Traditional Soul Gospel Album,I Couldn't Hear Nobody Pray
40,Brothers,Individual,Best Contemporary Soul Gospel Album,Brothers
40,God's Property From Kirk Franklin's Nu Nation,Individual,Best Gospel Choir Or Chorus Album,God's Property From Kirk Franklin's Nu Nation
40,Romances,Individual,Best Latin Pop Performance,Romances
40,Fabulosos Calavera,Individual,Best Latin Rock/Alternative Performance,Fabulosos Calavera
40,Buena Vista Social Club,Individual,Best Tropical Latin Performance,Buena Vista Social Club
40,En Tus Manos,Individual,Best Mexican-American/Tejano Music Performance,En Tus Manos
40,Don't Look Back,Individual,Best Traditional Blues Album,Don't Look Back
40,Señor Blues,Individual,Best Contemporary Blues Album,Señor Blues
40,L'amour Ou La Folie,Individual,Best Traditional Folk Album,L'amour Ou La Folie
40,Time Out Of Mind,Work,Best Contemporary Folk Album,Bob Dylan
40,Fallen Is Babylon,Work,Best Reggae Album,Ziggy Marley
40,Nascimento,Individual,Best World Music Album,Nascimento
40,Living On Polka Time,Work,Best Polka Album,Jimmy Sturr
40,All Aboard!,Individual,Best Musical Album For Children,All Aboard!
40,Winnie-The-Pooh,Individual,Best Spoken Word Album For Children,Winnie-The-Pooh
40,Charles Kuralt's Spring,Individual,Best Spoken Word Album,Charles Kuralt's Spring
40,Roll With The New,Individual,Best Spoken Comedy Album,Roll With The New
40,Chicago - The Musical,Individual,Best Musical Show Album,Chicago - The Musical
40,Aung San Suu Kyi,Individual,Best Instrumental Composition,Aung San Suu Kyi
40,The English Patient,Individual,Best Instrumental Composition Written For A Motion Picture Or For Television,The English Patient
40,I Believe I Can Fly (From Space Jam),Individual,Best Song Written Specifically For A Motion Picture Or For Television,I Believe I Can Fly (From Space Jam)
40,"Straight, No Chaser",Individual,Best Instrumental Arrangement,"Straight, No Chaser"
40,Cotton Tail,Individual,Best Instrumental Arrangement Accompanying Vocal(s),Cotton Tail
40,Titanic - Music As Heard On The Fateful Voyage,Individual,Best Recording Package,Titanic - Music As Heard On The Fateful Voyage
40,Beg Scream And Shout! - The Big Ol' Box Of '60s Soul,Individual,Best Boxed Recording Package,Beg Scream And Shout! - The Big Ol' Box Of '60s Soul
40,Anthology Of American Folk Music -  1997 Expanded Edition,Individual,Best Album Notes,Anthology Of American Folk Music -  1997 Expanded Edition
40,Anthology Of American Folk Music - 1997 Expanded Edition,Individual,Best Historical Album,Anthology Of American Folk Music - 1997 Expanded Edition
40,Hourglass,Individual,Best Engineered Album - Non-Classical,Hourglass
40,Babyface,Work,"Producer Of The Year, Non-Classical",Babyface
40,,Individual,"Remixer Of The Year, Non-Classical",
40,Copland: The Music Of America (Fanfare For The Common Man; Rodeo),Individual,"Best Engineered Album, Classical",Copland: The Music Of America (Fanfare For The Common Man; Rodeo)
40,Steven Epstein,Individual,"Producer Of The Year, Classical",Steven Epstein
40,"Premieres - Cello Concertos (Works Of Danielpour, Kirchner, Rouse)",Work,Best Classical Album,Yo-Yo Ma
40,Berlioz: Symphonie Fantastique; Tristia,Work,Best Orchestral Performance,Pierre Boulez
40,Wagner: Die Meistersinger Von Nurnberg,Work,Best Opera Recording,Georg Solti
40,Adams: Harmonium/Rachmaninoff: The Bells,Individual,Best Choral Performance,Adams: Harmonium/Rachmaninoff: The Bells
