annualGrammy,awardFor,awardType,category,name
34,Granados: Goyescas; Allegro De Concierto; Danza Lenta,Individual,Best Classical Performance Instrumental Solo Without Orchestra,Granados: Goyescas; Allegro De Concierto; Danza Lenta
34,Brahms: Piano Quartets (Op. 25 & 26),Work,Best Chamber Music Performance,Yo-Yo Ma
34,"The Girl With Orange Lips (Falla, Ravel, etc.)",Individual,Best Classical Vocal Soloist,"The Girl With Orange Lips (Falla, Ravel, etc.)"
34,Corigliano: Symphony No. 1,Individual,Best Contemporary Composition,Corigliano: Symphony No. 1
34,Bernstein: Candide,Individual,"Best Engineered Recording, Classical",Bernstein: Candide
34,James Mallinson,Individual,Classical Producer Of The Year,James Mallinson
35,Tears In Heaven,Work,Record Of The Year,Eric Clapton
35,Unplugged,Work,Album Of The Year,Eric Clapton
35,Tears In Heaven,Work,Song Of The Year,Eric Clapton
35,Arrested Development,Individual,Best New Artist,Arrested Development
35,Constant Craving,Individual,"Best Pop Vocal Performance, Female",Constant Craving
35,Tears In Heaven,Work,"Best Pop Vocal Performance, Male",Eric Clapton
35,Beauty And The Beast,Individual,Best Pop Performance By A Duo Or Group With Vocal,Beauty And The Beast
35,Perfectly Frank,Work,Best Traditional Pop Vocal Performance,Tony Bennett
35,Beauty And The Beast,Individual,Best Pop Instrumental Performance,Beauty And The Beast
35,Ain't It Heavy,Individual,"Best Rock Vocal Performance, Female",Ain't It Heavy
35,Unplugged,Work,"Best Rock Vocal Performance, Male",Eric Clapton
35,Achtung Baby,Work,Best Rock Performance By A Duo Or Group With Vocal,U2
35,Give It Away,Work,Best Hard Rock Performance With Vocal,Red Hot Chili Peppers
35,Wish,Individual,Best Metal Performance,Wish
35,Little Wing,Individual,Best Rock Instrumental Performance,Little Wing
35,Layla,Work,Best Rock Song,Eric Clapton
35,Bone Machine,Individual,Best Alternative Music Album,Bone Machine
35,The Woman I Am,Individual,"Best R&B Vocal Performance, Female",The Woman I Am
35,Heaven And Earth,Individual,"Best R&B Vocal Performance, Male",Heaven And Earth
35,End Of The Road,Individual,Best R&B Performance By A Duo Or Group With Vocal,End Of The Road
35,Doo-Bop,Individual,Best R&B Instrumental Performance,Doo-Bop
35,End Of The Road,Work,Best Rhythm & Blues Song,Babyface
35,Baby Got Back,Individual,Best Rap Solo Performance,Baby Got Back
35,Tennessee,Individual,Best Rap Performance By A Duo Or Group,Tennessee
35,Shepherd Moons,Individual,Best New Age Album,Shepherd Moons
35,Secret Story,Work,Best Contemporary Jazz Performance (Instrumental),Pat Metheny
35,'Round Midnight,Individual,Best Jazz Vocal Performance,'Round Midnight
35,Lush Life,Individual,Best Jazz Instrumental Solo,Lush Life
35,I Heard You Twice The First Time,Individual,"Best Jazz Instrumental Performance, Individual Or Group",I Heard You Twice The First Time
35,The Turning Point,Individual,Best Large Jazz Ensemble Performance,The Turning Point
35,I Feel Lucky,Individual,"Best Country Vocal Performance, Female",I Feel Lucky
35,I Still Believe In You,Work,"Best Country Vocal Performance, Male",Vince Gill
35,Emmylou Harris & The Nash Ramblers At The Ryman,Work,Best Country Performance By A Duo Or Group With Vocal,Emmylou Harris
35,The Whiskey Ain't Workin',Individual,Best Country Vocal Collaboration,The Whiskey Ain't Workin'
35,Sneakin' Around,Individual,Best Country Instrumental Performance,Sneakin' Around
35,Every Time You Say Goodbye,Work,Best Bluegrass Album,Alison Krauss
35,I Still Believe In You,Work,Best Country Song,Vince Gill
35,Unseen Power,Individual,Best Rock/Contemporary Gospel Album,Unseen Power
35,The Great Adventure,Individual,Best Pop Gospel Album,The Great Adventure
35,Sometimes Miracles Hide,Individual,Best Southern Gospel Album,Sometimes Miracles Hide
35,He's Working It Out For You,Work,Best Traditional Soul Gospel Album,Shirley Caesar
35,Handel's Messiah - A Soulful Celebration,Individual,Best Contemporary Soul Gospel Album,Handel's Messiah - A Soulful Celebration
35,Edwin Hawkins Music & Arts Seminar Mass Choir - Recorded Live In Los Angeles,Individual,Best Gospel Album By A Choir Or Chorus,Edwin Hawkins Music & Arts Seminar Mass Choir - Recorded Live In Los Angeles
35,Otro Dia Mas Sin Verte,Individual,Best Latin Pop Album,Otro Dia Mas Sin Verte
35,Frenesi,Individual,Best Tropical Latin Album,Frenesi
35,Mas Canciones,Individual,Best Mexican-American Album,Mas Canciones
35,Goin' Back To New Orleans,Work,Best Traditional Blues Album,Dr. John
35,The Sky Is Crying,Individual,Best Contemporary Blues Album,The Sky Is Crying
35,"An Irish Evening - Live At The Grand Opera House, Belfast",Individual,Best Traditional Folk Album,"An Irish Evening - Live At The Grand Opera House, Belfast"
35,Another Country,Individual,Best Contemporary Folk Album,Another Country
35,X-tra Naked,Individual,Best Reggae Album,X-tra Naked
35,Brasileiro,Work,Best World Music Album,Sergio Mendes
35,35th Anniversary,Individual,Best Polka Album,35th Anniversary
35,Beauty And The Beast - Original Motion Picture Soundtrack,Individual,Best Album For Children,Beauty And The Beast - Original Motion Picture Soundtrack
35,P.D.Q. Bach: Music For An Awful Lot Of Winds & Percussion,Individual,Best Comedy Album,P.D.Q. Bach: Music For An Awful Lot Of Winds & Percussion
35,What You Can Do To Avoid AIDS,Individual,Best Spoken Word Or Non-Musical Album,What You Can Do To Avoid AIDS
35,Guys And Dolls - The New Broadway Cast Recording,Individual,Best Musical Show Album,Guys And Dolls - The New Broadway Cast Recording
35,Harlem Renaissance Suite,Individual,Best Instrumental Composition,Harlem Renaissance Suite
35,Beauty And The Beast,Individual,Best Instrumental Composition Written For A Motion Picture Or For Television,Beauty And The Beast
35,Beauty And The Beast (From Beauty And The Beast),Work,Best Song Written Specifically For A Motion Picture Or For Television,Alan Menken
35,Digging In The Dirt,Individual,Best Music Video - Short Form,Digging In The Dirt
35,Diva,Individual,Best Music Video - Long Form,Diva
35,Strike Up The Band,Individual,Best Arrangement On An Instrumental,Strike Up The Band
35,Here's To Life,Individual,Best Instrumental Arrangement Accompanying Vocal(s),Here's To Life
35,Dangerous,Individual,Best Engineered Album - Non-Classical,Dangerous
35,Babyface & L.A. Reid,Work,Producer Of The Year (Non-Classical),Babyface
35,Spellbound - Compact,Individual,Best Album Package,Spellbound - Compact
35,Queen Of Soul - The Atlantic Recordings,Individual,Best Album Notes,Queen Of Soul - The Atlantic Recordings
35,"The Complete Capitol Recordings Of The Nat ""King"" Cole Trio",Individual,Best Historical Album,"The Complete Capitol Recordings Of The Nat ""King"" Cole Trio"
35,Mahler: Symphony No. 9,Individual,Best Classical Album,Mahler: Symphony No. 9
35,Mahler: Symphony No. 9,Individual,Best Orchestral Performance,Mahler: Symphony No. 9
35,R. Strauss: Die Frau Ohne Schatten,Work,Best Opera Recording,Georg Solti
35,Orff: Carmina Burana,Individual,Best Performance Of A Choral Work,Orff: Carmina Burana
35,Prokofiev: Sinfonia Concertante/Tchaikovsky: Variations On A Rococo Theme,Work,Best Classical Performance - Instrumental Solo With Orchestra,Yo-Yo Ma
35,"Horowitz - Discovered Treasures (Chopin, Liszt, Scarlatti, Scriabin, Clementi)",Work,Best Classical Performance - Instrumental Solo Without Orchestra,Vladimir Horowitz
35,Brahms: Sonatas For Cello & Piano,Work,Best Chamber Music Performance,Yo-Yo Ma
35,"Kathleen Battle At Carnegie Hall (Handel, Mozart, Liszt, Strauss, etc.)",Individual,Best Classical Vocal Performance,"Kathleen Battle At Carnegie Hall (Handel, Mozart, Liszt, Strauss, etc.)"
35,Barber: The Lovers,Individual,Best Contemporary Composition,Barber: The Lovers
35,R. Strauss: Die Frau Ohne Schatten,Individual,"Best Engineered Recording, Classical",R. Strauss: Die Frau Ohne Schatten
35,Michael Fine,Individual,Classical Producer Of The Year,Michael Fine
36,I Will Always Love You,Work,Record Of The Year,Whitney Houston
36,The Bodyguard - Original Soundtrack Album,Work,Album Of The Year,Whitney Houston
36,A Whole New World (Aladdin's Theme),Work,Song Of The Year,Alan Menken
36,Toni Braxton,Work,Best New Artist,Toni Braxton
36,I Will Always Love You,Work,"Best Pop Vocal Performance, Female",Whitney Houston
36,If I Ever Lose My Faith In You,Work,"Best Pop Vocal Performance, Male",Sting
36,A Whole New World (Aladdin's Theme),Individual,Best Pop Performance By A Duo Or Group With Vocal,A Whole New World (Aladdin's Theme)
36,Steppin' Out,Work,Best Traditional Pop Vocal Performance,Tony Bennett
36,Barcelona Mona,Individual,Best Pop Instrumental Performance,Barcelona Mona
36,I'd Do Anything For Love (But I Won't Do That),Individual,"Best Rock Vocal Performance, Solo",I'd Do Anything For Love (But I Won't Do That)
36,Livin' On The Edge,Work,Best Rock Performance By A Duo Or Group With Vocal,Aerosmith
36,Plush,Individual,Best Hard Rock Performance With Vocal,Plush
36,I Don't Want To Change The World,Individual,Best Metal Performance With Vocal,I Don't Want To Change The World
36,Sofa,Individual,Best Rock Instrumental Performance,Sofa
36,Runaway Train,Individual,Best Rock Song,Runaway Train
36,Zooropa,Work,Best Alternative Music Album,U2
36,Another Sad Love Song,Work,"Best R&B Vocal Performance, Female",Toni Braxton
36,A Song For You,Individual,"Best R&B Vocal Performance, Male",A Song For You
36,No Ordinary Love,Individual,Best R&B Performance By A Duo Or Group With Vocal,No Ordinary Love
36,That's The Way Love Goes,Individual,Best Rhythm & Blues Song,That's The Way Love Goes
36,Let Me Ride,Work,Best Rap Solo Performance,Dr. Dre
36,Rebirth Of Slick (Cool Like Dat),Individual,Best Rap Performance By A Duo Or Group,Rebirth Of Slick (Cool Like Dat)
36,Spanish Angel,Individual,Best New Age Album,Spanish Angel
36,The Road To You,Individual,Best Contemporary Jazz Performance (Instrumental),The Road To You
36,Take A Look,Individual,Best Jazz Vocal Performance,Take A Look
36,Miles Ahead,Individual,Best Jazz Instrumental Solo,Miles Ahead
36,"So Near, So Far (Musings For Miles)",Individual,"Best Jazz Instrumental Performance, Individual Or Group","So Near, So Far (Musings For Miles)"
36,Miles And Quincy Live At Montreux,Work,Best Large Jazz Ensemble Performance,Quincy Jones
36,Passionate Kisses,Individual,"Best Country Vocal Performance, Female",Passionate Kisses
36,Ain't That Lonely Yet,Individual,"Best Country Vocal Performance, Male",Ain't That Lonely Yet
36,Hard Workin' Man,Individual,Best Country Performance By A Duo Or Group With Vocal,Hard Workin' Man
36,Does He Love You,Individual,Best Country Vocal Collaboration,Does He Love You
36,Red Wing,Work,Best Country Instrumental Performance,Vince Gill
36,Waitin' For The Hard Times To Go,Individual,Best Bluegrass Album,Waitin' For The Hard Times To Go
36,Passionate Kisses,Individual,Best Country Song,Passionate Kisses
36,Free At Last,Individual,Best Rock Gospel Album,Free At Last
36,The Live Adventure,Individual,Best Pop/Contemporary Gospel Album,The Live Adventure
36,Good News,Individual,"Best Southern Gospel, Country Gospel Or Bluegrass Gospel Album",Good News
36,Stand Still,Work,Best Traditional Soul Gospel Album,Shirley Caesar
36,All Out,Individual,Best Contemporary Soul Gospel Album,All Out
36,Live...We Come Rejoicing,Individual,Best Gospel Album By A Choir Or Chorus,Live...We Come Rejoicing
36,Aries,Individual,Best Latin Pop Album,Aries
36,Mi Tierra,Individual,Best Tropical Latin Album,Mi Tierra
36,Live,Individual,Best Mexican-American Album,Live
36,Blues Summit,Work,Best Traditional Blues Album,B.B. King
36,Feels Like Rain,Individual,Best Contemporary Blues Album,Feels Like Rain
36,The Celtic Harp,Individual,Best Traditional Folk Album,The Celtic Harp
36,Other Voices/Other Rooms,Individual,Best Contemporary Folk Album,Other Voices/Other Rooms
36,Bad Boys,Individual,Best Reggae Album,Bad Boys
36,A Meeting By The River,Individual,Best World Music Album,A Meeting By The River
36,Accordionally Yours,Individual,Best Polka Album,Accordionally Yours
36,Aladdin - Original Motion Picture Soundtrack,Individual,Best Musical Album For Children,Aladdin - Original Motion Picture Soundtrack
36,Audrey Hepburn's Enchanted Tales,Individual,Best Spoken Word Album For Children,Audrey Hepburn's Enchanted Tales
36,On The Pulse Of Morning,Individual,Best Spoken Word Or Non-Musical Album,On The Pulse Of Morning
36,Jammin' In New York,Individual,Best Spoken Comedy Album,Jammin' In New York
36,The Who's Tommy,Individual,Best Musical Show Album,The Who's Tommy
36,Forever In Love,Individual,Best Instrumental Composition,Forever In Love
36,Aladdin,Individual,Best Instrumental Composition Written For A Motion Picture Or For Television,Aladdin
36,A Whole New World (Aladdin's Theme) (From Aladdin),Work,Best Song Written Specifically For A Motion Picture Or For Television,Alan Menken
36,Steam,Individual,Best Music Video - Short Form,Steam
36,Ten Summoner's Tales,Work,Best Music Video-Long Form,Sting
36,Mood Indigo,Individual,Best Arrangement On An Instrumental,Mood Indigo
36,When I Fall In Love,Individual,Best Instrumental Arrangement Accompanying Vocal(s),When I Fall In Love
36,The Complete Billie Holiday On Verve 1945-1959,Individual,Best Recording Package,The Complete Billie Holiday On Verve 1945-1959
36,The Complete Billie Holiday On Verve 1945-1959,Individual,Best Album Notes,The Complete Billie Holiday On Verve 1945-1959
36,The Complete Billie Holiday On Verve 1945-1959,Individual,Best Historical Album,The Complete Billie Holiday On Verve 1945-1959
36,Ten Summoner's Tales,Individual,Best Engineered Album - Non-Classical,Ten Summoner's Tales
36,David Foster,Individual,Producer Of The Year,David Foster
36,Bartók: The Wooden Prince & Cantata Profana,Work,Best Classical Album,Pierre Boulez
36,Bartók: The Wooden Prince,Work,Best Orchestral Performance,Pierre Boulez
36,Handel: Semele,Individual,Best Opera Recording,Handel: Semele
36,Bartók: Cantata Profana,Work,Best Performance Of A Choral Work,Pierre Boulez
36,Berg: Violin Concerto/Rihm: Time Chant,Individual,Best Classical Performance-Instrumental Soloist(s) (With Orchestra),Berg: Violin Concerto/Rihm: Time Chant
36,Barber: The Complete Solo Piano Music,Individual,Best Classical Performance-Instrumental Soloist (Without Orchestra),Barber: The Complete Solo Piano Music
36,"Ives: String Quartets Nos. 1, 2/Barber: String Quartet Op. 11 (American Originals)",Individual,Best Chamber Music Performance,"Ives: String Quartets Nos. 1, 2/Barber: String Quartet Op. 11 (American Originals)"
36,"The Art Of Arleen Auger (Works Of Larsen, Purcell, Schumann, Mozart)",Individual,Best Classical Vocal Performance,"The Art Of Arleen Auger (Works Of Larsen, Purcell, Schumann, Mozart)"
36,Carter: Violin Concerto,Individual,Best Contemporary Composition,Carter: Violin Concerto
36,Bartók: The Wooden Prince & Cantata Profana,Individual,"Best Engineered Recording, Classical",Bartók: The Wooden Prince & Cantata Profana
36,Judith Sherman,Individual,Classical Producer Of The Year,Judith Sherman
37,All I Wanna Do,Individual,Record Of The Year,All I Wanna Do
37,MTV Unplugged,Work,Album Of The Year,Tony Bennett
37,Streets Of Philadelphia,Work,Song Of The Year,Bruce Springsteen
37,Sheryl Crow,Individual,Best New Artist,Sheryl Crow
37,All I Wanna Do,Individual,Best Female Pop Vocal Performance,All I Wanna Do
37,Can You Feel The Love Tonight,Work,Best Male Pop Vocal Performance,Elton John
37,I Swear,Individual,Best Pop Performance By A Duo Or Group With Vocal,I Swear
37,Funny How Time Slips Away,Individual,Best Pop Vocal Collaboration,Funny How Time Slips Away
37,Cruisin',Individual,Best Pop Instrumental Performance,Cruisin'
37,Longing In Their Hearts,Individual,Best Pop Album,Longing In Their Hearts
37,MTV Unplugged,Work,Best Traditional Pop Vocal Performance,Tony Bennett
37,Come To My Window,Individual,Best Female Rock Vocal Performance,Come To My Window
37,Streets Of Philadelphia,Work,Best Male Rock Vocal Performance,Bruce Springsteen
37,Crazy,Work,Best Rock Performance By A Duo Or Group With Vocal,Aerosmith
37,Black Hole Sun,Individual,Best Hard Rock Performance,Black Hole Sun
37,Spoonman,Individual,Best Metal Performance,Spoonman
37,Marooned,Individual,Best Rock Instrumental Performance,Marooned
37,Streets Of Philadelphia,Work,Best Rock Song,Bruce Springsteen
37,Voodoo Lounge,Work,Best Rock Album,Rolling Stones
37,Dookie,Work,Best Alternative Music Performance,Green Day
37,Breathe Again,Work,Best Female R&B Vocal Performance,Toni Braxton
37,When Can I See You,Work,Best Male R&B Vocal Performance,Babyface
37,I'll Make Love To You,Individual,Best R&B Performance By A Duo Or Group With Vocal,I'll Make Love To You
37,I'll Make Love To You,Work,Best Rhythm & Blues Song,Babyface
37,II,Individual,Best R&B Album,II
37,U.N.I.T.Y.,Individual,Best Rap Solo Performance,U.N.I.T.Y.
37,None Of Your Business,Individual,Best Rap Performance By A Duo Or Group,None Of Your Business
37,Shut Up And Kiss Me,Individual,Best Female Country Vocal Performance,Shut Up And Kiss Me
37,When Love Finds You,Work,Best Male Country Vocal Performance,Vince Gill
37,Blues For Dixie,Individual,Best Country Performance By A Duo Or Group With Vocal,Blues For Dixie
37,I Fall To Pieces,Individual,Best Country Vocal Collaboration,I Fall To Pieces
37,Young Thing,Individual,Best Country Instrumental Performance,Young Thing
37,I Swear,Individual,Best Country Song,I Swear
37,Stones In The Road,Individual,Best Country Album,Stones In The Road
37,The Great Dobro Sessions,Individual,Best Bluegrass Album,The Great Dobro Sessions
37,Prayer For The Wild Things,Individual,Best New Age Album,Prayer For The Wild Things
37,Out Of The Loop,Individual,Best Contemporary Jazz Performance,Out Of The Loop
37,Mystery Lady - Songs Of Billie Holiday,Individual,Best Jazz Vocal Performance,Mystery Lady - Songs Of Billie Holiday
37,Prelude To A Kiss,Individual,Best Jazz Instrumental Solo,Prelude To A Kiss
37,A Tribute To Miles,Work,"Best Jazz Instrumental Performance, Individual Or Group",Herbie Hancock
37,Journey,Individual,Best Large Jazz Ensemble Performance,Journey
37,Danzon,Individual,Best Latin Jazz Performance,Danzon
37,Wake-Up Call,Individual,Best Rock Gospel Album,Wake-Up Call
37,Mercy,Individual,Best Pop/Contemporary Gospel Album,Mercy
37,I Know Who Holds Tomorrow,Work,"Best Southern Gospel, Country Gospel Or Bluegrass Gospel Album",Alison Krauss
37,Songs Of The Church - Live In Memphis,Individual,Best Traditional Soul Gospel Album,Songs Of The Church - Live In Memphis
37,Join The Band,Individual,Best Contemporary Soul Gospel Album,Join The Band
37,Live In Atlanta At Morehouse College,Individual,Best Gospel Album By A Choir Or Chorus,Live In Atlanta At Morehouse College
37,Segundo Romance,Individual,Best Latin Pop Performance,Segundo Romance
37,Master Sessions Volume 1,Individual,Best Tropical Latin Performance,Master Sessions Volume 1
37,Recuerdo A Javier Solis,Individual,Best Mexican-American Performance,Recuerdo A Javier Solis
37,From The Cradle,Work,Best Traditional Blues Album,Eric Clapton
37,Father Father,Individual,Best Contemporary Blues Album,Father Father
37,World Gone Wrong,Work,Best Traditional Folk Album,Bob Dylan
37,American Recordings,Individual,Best Contemporary Folk Album,American Recordings
37,Crucial! Roots Classics,Individual,Best Reggae Album,Crucial! Roots Classics
37,Talking Timbuktu,Individual,Best World Music Album,Talking Timbuktu
37,Music And Friends,Individual,Best Polka Album,Music And Friends
37,The Lion King - Original Motion Picture Soundtrack,Individual,Best Musical Album For Children,The Lion King - Original Motion Picture Soundtrack
37,The Lion King Read-Along,Individual,Best Spoken Word Album For Children,The Lion King Read-Along
37,Get In The Van - On The Road With Black Flag,Individual,Best Spoken Word Or Non-Musical Album,Get In The Van - On The Road With Black Flag
37,Live From Hell,Individual,Best Spoken Comedy Album,Live From Hell
37,Passion,Individual,Best Musical Show Album,Passion
37,African Skies,Individual,Best Instrumental Composition,African Skies
37,Schindler's List,Work,Best Instrumental Composition Written For A Motion Picture Or For Television,John Williams
37,Streets Of Philadelphia (From Philadelphia),Work,Best Song Written Specifically For A Motion Picture Or For Television,Bruce Springsteen
37,Three Cowboy Songs,Individual,Best Instrumental Arrangement,Three Cowboy Songs
37,Circle Of Life,Individual,Best Instrumental Arrangement With Accompanying Vocals,Circle Of Life
37,Tribute To The Music Of Bob Wills & The Texas Playboys,Individual,Best Recording Package,Tribute To The Music Of Bob Wills & The Texas Playboys
37,The Complete Ella Fitzgerald Songbooks,Individual,Best Recording Package - Boxed,The Complete Ella Fitzgerald Songbooks
37,Louis Armstrong - Portrait Of The Artist As A Young Man 1923-1934,Individual,Best Album Notes,Louis Armstrong - Portrait Of The Artist As A Young Man 1923-1934
37,The Complete Ella Fitzgerald Song Books On Verve,Individual,Best Historical Album,The Complete Ella Fitzgerald Song Books On Verve
37,Longing In Their Hearts,Individual,Best Engineered Album - Non-Classical,Longing In Their Hearts
37,Don Was,Individual,Producer Of The Year,Don Was
37,"Copland: Music For Films (The Red Pony, Our Town, Etc.)",Individual,Best Classical Engineered Recording,"Copland: Music For Films (The Red Pony, Our Town, Etc.)"
37,Andrew Cornall,Individual,Classical Producer Of The Year,Andrew Cornall
37,"Bartók: Concerto For Orchestra; Four Orchestral Pieces, Op. 12",Work,Best Classical Album,Pierre Boulez
37,"Bartók: Concerto For Orchestra: Four Orchestral Pieces, Op. 12",Work,Best Orchestral Performance,Pierre Boulez
37,Floyd: Susannah,Individual,Best Opera Recording,Floyd: Susannah
37,Berlioz: Messe Solennelle,Individual,Best Choral Performance,Berlioz: Messe Solennelle
37,"The New York Album - Works Of Albert, Bartok & Bloch",Work,Best Instrumental Soloist Performance (With Orchestra),Yo-Yo Ma
37,"Haydn: Piano Sonatas, Nos. 32, 47, 53, 59",Individual,Best Instrumental Soloist Performance Without Orchestra,"Haydn: Piano Sonatas, Nos. 32, 47, 53, 59"
37,Beethoven/Mozart: Quintets (Chicago-Berlin),Individual,Best Chamber Music Performance,Beethoven/Mozart: Quintets (Chicago-Berlin)
37,"The Impatient Lover - Italian Songs By Beethoven, Schubert, Mozart",Individual,Best Classical Vocal Performance,"The Impatient Lover - Italian Songs By Beethoven, Schubert, Mozart"
37,Albert: Cello Concerto,Individual,Best Classical Contemporary Composition,Albert: Cello Concerto
37,Love Is Strong,Work,"Best Music Video, Short Form",Rolling Stones
37,Zoo TV - Live From Sydney,Work,"Best Music Video, Long Form",U2
38,Kiss From A Rose,Individual,Record Of The Year,Kiss From A Rose
38,Jagged Little Pill,Individual,Album Of The Year,Jagged Little Pill
38,Kiss From A Rose,Individual,Song Of The Year,Kiss From A Rose
38,Hootie & The Blowfish,Individual,Best New Artist,Hootie & The Blowfish
38,"No More ""I Love You's""",Individual,Best Female Pop Vocal Performance,"No More ""I Love You's"""
38,Kiss From A Rose,Individual,Best Male Pop Vocal Performance,Kiss From A Rose
38,Let Her Cry,Individual,Best Pop Performance By A Duo Or Group With Vocal,Let Her Cry
38,Have I Told You Lately That I Love You?,Individual,Best Pop Collaboration With Vocals,Have I Told You Lately That I Love You?
38,Mariachi Suite,Individual,Best Pop Instrumental Performance,Mariachi Suite
38,Turbulent Indigo,Individual,Best Pop Album,Turbulent Indigo
38,Duets II,Work,Best Traditional Pop Vocal Performance,Frank Sinatra
38,You Oughta Know,Individual,Best Female Rock Vocal Performance,You Oughta Know
38,You Don't Know How It Feels,Individual,Best Male Rock Vocal Performance,You Don't Know How It Feels
38,Run-Around,Individual,Best Rock Performance By A Duo Or Group With Vocal,Run-Around
38,Spin The Black Circle,Individual,Best Hard Rock Performance,Spin The Black Circle
38,Happiness In Slavery,Individual,Best Metal Performance,Happiness In Slavery
38,Jessica,Individual,Best Rock Instrumental Performance,Jessica
38,You Oughta Know,Individual,Best Rock Song,You Oughta Know
38,Jagged Little Pill,Individual,Best Rock Album,Jagged Little Pill
38,MTV Unplugged In New York,Individual,Best Alternative Music Performance,MTV Unplugged In New York
38,I Apologize,Individual,Best Female R&B Vocal Performance,I Apologize
38,For Your Love,Work,Best Male R&B Vocal Performance,Stevie Wonder
38,Creep,Individual,Best R&B Performance By A Duo Or Group With Vocal,Creep
38,For Your Love,Work,Best Rhythm & Blues Song,Stevie Wonder
38,Crazysexycool,Individual,Best R&B Album,Crazysexycool
38,Gangsta's Paradise,Individual,Best Rap Solo Performance,Gangsta's Paradise
38,I'll Be There For You/You're All I Need To Get By,Work,Best Rap Performance By A Duo Or Group,Mary J. Blige
38,Poverty's Paradise,Individual,Best Rap Album,Poverty's Paradise
38,"Baby, Now That I've Found You",Work,Best Female Country Vocal Performance,Alison Krauss
38,Go Rest High On That Mountain,Work,Best Male Country Vocal Performance,Vince Gill
38,Here Comes The Rain,Individual,Best Country Performance By A Duo Or Group With Vocal,Here Comes The Rain
38,Somewhere In The Vicinity Of The Heart,Work,Best Country Collaboration With Vocals,Alison Krauss
38,Hightower,Work,Best Country Instrumental Performance,Béla Fleck
38,Go Rest High On That Mountain,Work,Best Country Song,Vince Gill
38,The Woman In Me,Individual,Best Country Album,The Woman In Me
38,Unleashed,Individual,Best Bluegrass Album,Unleashed
38,Forest,Individual,Best New Age Album,Forest
38,We Live Here,Individual,Best Contemporary Jazz Performance,We Live Here
38,An Evening With Lena Horne,Individual,Best Jazz Vocal Performance,An Evening With Lena Horne
38,Impressions,Individual,Best Jazz Instrumental Solo,Impressions
38,Infinity,Individual,"Best Jazz Instrumental Performance, Individual Or Group",Infinity
38,All Blues,Individual,Best Large Jazz Ensemble Performance,All Blues
38,Antonio Brasileiro,Individual,Best Latin Jazz Performance,Antonio Brasileiro
38,Lesson Of Love,Individual,Best Rock Gospel Album,Lesson Of Love
38,I'll Lead You Home,Individual,Best Pop/Contemporary Gospel Album,I'll Lead You Home
38,Amazing Grace - A Country Salute To Gospel,Individual,"Best Southern Gospel, Country Gospel Or Bluegrass Gospel Album",Amazing Grace - A Country Salute To Gospel
38,Shirley Caesar Live - He Will Come,Work,Best Traditional Soul Gospel Album,Shirley Caesar
38,Alone In His Presence,Work,Best Contemporary Soul Gospel Album,CeCe Winans
38,Praise Him - Live!,Individual,Best Gospel Album By A Choir Or Chorus,Praise Him - Live!
38,Amor,Individual,Best Latin Pop Performance,Amor
38,Abriendo Puertas,Individual,Best Tropical Latin Performance,Abriendo Puertas
38,Flaco Jimenez,Individual,Best Mexican-American/Tejano Music Performance,Flaco Jimenez
38,Chill Out,Individual,Best Traditional Blues Album,Chill Out
38,Slippin' In,Individual,Best Contemporary Blues Album,Slippin' In
38,South Coast,Individual,Best Traditional Folk Album,South Coast
38,Wrecking Ball,Work,Best Contemporary Folk Album,Emmylou Harris
38,Boombastic,Individual,Best Reggae Album,Boombastic
38,Boheme,Individual,Best World Music Album,Boheme
38,I Love To Polka,Work,Best Polka Album,Jimmy Sturr
38,Sleepy Time Lullabys,Individual,Best Musical Album For Children,Sleepy Time Lullabys
38,Prokofiev: Peter And The Wolf,Individual,Best Spoken Word Album For Children,Prokofiev: Peter And The Wolf
38,Phenomenal Woman,Individual,Best Spoken Word Or Non-Musical Album,Phenomenal Woman
38,Crank Calls,Individual,Best Spoken Comedy Album,Crank Calls
38,Smokey Joe's Cafe - The Songs Of Leiber & Stoller,Individual,Best Musical Show Album,Smokey Joe's Cafe - The Songs Of Leiber & Stoller
38,A View From The Side,Individual,Best Instrumental Composition,A View From The Side
38,Crimson Tide,Individual,Best Instrumental Composition Written For A Motion Picture Or For Television,Crimson Tide
38,Colors Of The Wind (From Pocahontas),Work,Best Song Written Specifically For A Motion Picture Or For Television,Alan Menken
38,Lament,Individual,Best Instrumental Arrangement,Lament
38,I Get A Kick Out Of You,Individual,Best Instrumental Arrangement With Accompanying Vocal(s),I Get A Kick Out Of You
38,Turbulent Indigo,Individual,Best Recording Package,Turbulent Indigo
38,Civilization Phaze III,Individual,Best Recording Package - Boxed,Civilization Phaze III
38,"The Complete Stax/Volt Soul Singles, Vol. 3: 1972-1975",Individual,Best Album Notes,"The Complete Stax/Volt Soul Singles, Vol. 3: 1972-1975"
38,The Heifetz Collection,Individual,Best Historical Album,The Heifetz Collection
38,Wildflowers,Individual,Best Engineered Album - Non-Classical,Wildflowers
38,Babyface,Work,Producer Of The Year,Babyface
38,"Bartók: Concerto For Orchestra; ""Kossuth"" - Symphonic Poem",Individual,Best Classical Engineered Recording,"Bartók: Concerto For Orchestra; ""Kossuth"" - Symphonic Poem"
38,Steven Epstein,Individual,Classical Producer Of The Year,Steven Epstein
38,Debussy: La Mer; Nocturnes; Jeux,Work,Best Classical Album,Pierre Boulez
